"","X","fragment.ID.full","Intercept","umol.L.sec","Temp.C","fragment.ID","species","genotype","chamber.channel","run","temp.Cat","start.time","stop.time","light_dark","treatment","surf.area.cm2","volume","block","chl.ugcm2","chlA.ug.sample","umol.sec","BLANK","blank.rate","umol.sec.corr","umol.chl.ug.hr","Rate.ln"
"105",105,"PV29_D_39_O2",122.633567762097,-0.0162778427419354,39.0065102040816,"PV29_D","P. verrucosa","29",4,"D1",39,2021-03-24 11:30:00,2021-03-24 11:50:00,"dark","control",105.04,0.6,8,0.286292138,0.374936667,-0.00976670564516124,"0",-0.00188759182401491,-0.00787911382114633,75.6522694434865,NA
"106",106,"PV3_D_39_O2",118.435871363636,-0.0209592424242424,38.9307142857143,"PV3_D","P. verrucosa","3",2,"D1",39,2021-03-24 11:30:00,2021-03-24 11:50:00,"dark","enriched",50.86,0.59,1,1.363743438,1.385563333,-0.012365953030303,"0",-0.00188759182401491,-0.0104783612062881,27.2251000327512,NA
"107",107,"PV30_D_39_O2",119.808216190476,-0.0176923809523809,38.9984285714286,"PV30_D","P. verrucosa","30",1,"D1",39,2021-03-24 11:30:00,2021-03-24 11:50:00,"dark","control",77.26,0.62,8,0.893279254,0.37493667,-0.0109692761904762,"0",-0.00188759182401491,-0.00908168436646125,87.1988960675959,NA
"108",108,"PV32_D_39_O2",121.114074165103,-0.0172509005628518,38.7342244897959,"PV32_D","P. verrucosa","32",5,"D1",39,2021-03-24 11:30:00,2021-03-24 11:50:00,"dark","control",85.83,0.6,8,0.427049174,0.752066667,-0.0103505403377111,"0",-0.00188759182401491,-0.00846294851369617,40.5105238486872,NA
"109",109,"PV6_D_39_O2",121.093613452991,-0.0188001196581197,38.7416530612245,"PV6_D","P. verrucosa","6",9,"D1",39,2021-03-24 11:30:00,2021-03-24 11:50:00,"dark","enriched",88.69,0.62,2,0.559733783,0.456166667,-0.0116560741880342,"0",-0.00188759182401491,-0.00976848236401931,77.0914208654126,NA
"110",110,"PV8_D_39_O2",103.4354371237,-0.0166544198139025,39.0943469387755,"PV8_D","P. verrucosa","8",6,"D1",39,2021-03-24 11:30:00,2021-03-24 11:50:00,"dark","enriched",89.16,0.61,2,0.344302262,0.417243333,-0.0101591960864805,"0",-0.00188759182401491,-0.00827160426246562,71.3678877281814,NA
"113",113,"PV1_D_20_O2",222.554077797534,-0.0110251659554291,20.071,"PV1_D","P. verrucosa","1",8,"D2",20,2021-03-24 03:58:00,2021-03-24 04:18:00,"dark","enriched",72.49,0.59,1,1.289085072,1.522943333,-0.00650484791370317,"0",-0.000109881346371702,-0.00639496656733147,15.11670141859,NA
"114",114,"PV13_D_20_O2",217.204239492754,-0.0104061594202899,20.0547142857143,"PV13_D","P. verrucosa","13",2,"D2",20,2021-03-24 03:58:00,2021-03-24 04:18:00,"dark","enriched",53.73,0.6,4,2.121497161,1.888733333,-0.00624369565217394,"0",-0.000109881346371702,-0.00613381430580224,11.6912912559309,NA
"115",115,"PV17_D_20_O2",174.173489603263,-0.0143617575083425,20.0495510204082,"PV17_D","P. verrucosa","17",6,"D2",20,2021-03-24 03:58:00,2021-03-24 04:18:00,"dark","control",93.9,0.61,5,0.558705643,0.762736667,-0.00876067208008892,"0",-0.000109881346371702,-0.00865079073371722,40.830404501036,NA
"116",116,"PV19_D_20_O2",189.100096153846,-0.0093269230769232,20.1027551020408,"PV19_D","P. verrucosa","19",3,"D2",20,2021-03-24 03:58:00,2021-03-24 04:18:00,"dark","control",93.04,0.61,5,1.828595376,1.757483333,-0.00568942307692315,"0",-0.000109881346371702,-0.00557954173055145,11.429041660212,NA
"117",117,"PV2_D_20_O2",203.731665685484,-0.0203616532258064,20.0409795918367,"PV2_D","P. verrucosa","2",4,"D2",20,2021-03-24 03:58:00,2021-03-24 04:18:00,"dark","enriched",89.68,0.56,1,1.973041625,1.748553333,-0.0114025258064516,"0",-0.000109881346371702,-0.0112926444600799,23.2498027306597,NA
"118",118,"PV23_D_20_O2",207.600630272045,-0.0107809287054408,19.8510612244898,"PV23_D","P. verrucosa","23",9,"D2",20,2021-03-24 03:58:00,2021-03-24 04:18:00,"dark","control",116.12,0.61,6,1.131603404,1.526686667,-0.00657636651031889,"0",-0.000109881346371702,-0.00646648516394719,15.2482805368011,NA
"119",119,"PV25_D_20_O2",217.680874742026,-0.01676611163227,20.3396734693878,"PV25_D","P. verrucosa","25",1,"D2",20,2021-03-24 03:58:00,2021-03-24 04:18:00,"dark","control",64.52,0.61,7,1.462466532,2.2658,-0.0102273280956847,"0",-0.000109881346371702,-0.010117446749313,16.0750323495131,NA
"120",120,"PV7_D_20_O2",215.512057653277,-0.00636829457364341,19.8533469387755,"PV7_D","P. verrucosa","7",5,"D2",20,2021-03-24 03:58:00,2021-03-24 04:18:00,"dark","enriched",40.74,0.625,2,0.777062914,0.782243333,-0.00398018410852713,"0",-0.000109881346371702,-0.00387030276215543,17.8117081424324,NA
"123",123,"PV1_D_22_O2",224.188651975799,-0.0124512357183372,21.8827551020408,"PV1_D","P. verrucosa","1",8,"D2",22,2021-03-24 04:33:00,2021-03-24 04:53:00,"dark","enriched",72.49,0.59,1,1.289085072,1.522943333,-0.00734622907381895,"0",-0.000461533000320333,-0.00688469607349861,16.2743454254283,NA
"124",124,"PV13_D_22_O2",217.900726329901,-0.0113256435006436,21.8926326530612,"PV13_D","P. verrucosa","13",2,"D2",22,2021-03-24 04:33:00,2021-03-24 04:53:00,"dark","enriched",53.73,0.6,4,2.121497161,1.888733333,-0.00679538610038616,"0",-0.000461533000320333,-0.00633385310006583,12.072573063567,NA
"125",125,"PV17_D_22_O2",176.731283232119,-0.0141098178137651,21.8092040816327,"PV17_D","P. verrucosa","17",6,"D2",22,2021-03-24 04:33:00,2021-03-24 04:53:00,"dark","control",93.9,0.61,5,0.558705643,0.762736667,-0.00860698886639671,"0",-0.000461533000320333,-0.00814545586607638,38.4453014868301,NA
"126",126,"PV19_D_22_O2",186.580064789916,-0.00951577030812324,21.897306122449,"PV19_D","P. verrucosa","19",3,"D2",22,2021-03-24 04:33:00,2021-03-24 04:53:00,"dark","control",93.04,0.61,5,1.828595376,1.757483333,-0.00580461988795518,"0",-0.000461533000320333,-0.00534308688763484,10.944691442764,NA
"127",127,"PV2_D_22_O2",200.204455426357,-0.0215110404343247,21.7693469387755,"PV2_D","P. verrucosa","2",4,"D2",22,2021-03-24 04:33:00,2021-03-24 04:53:00,"dark","enriched",89.68,0.56,1,1.973041625,1.748553333,-0.0120461826432218,"0",-0.000461533000320333,-0.0115846496429015,23.8509960933776,NA
"128",128,"PV23_D_22_O2",209.916790511638,-0.0133624044795784,21.7409795918367,"PV23_D","P. verrucosa","23",9,"D2",22,2021-03-24 04:33:00,2021-03-24 04:53:00,"dark","control",116.12,0.61,6,1.131603404,1.526686667,-0.00815106673254282,"0",-0.000461533000320333,-0.00768953373222249,18.1322874132371,NA
"129",129,"PV25_D_22_O2",214.82463176674,-0.0187458309699376,21.9585714285714,"PV25_D","P. verrucosa","25",1,"D2",22,2021-03-24 04:33:00,2021-03-24 04:53:00,"dark","control",64.52,0.61,7,1.462466532,2.2658,-0.0114349568916619,"0",-0.000461533000320333,-0.0109734238913416,17.4350454624547,NA
"130",130,"PV7_D_22_O2",215.814510199485,-0.0082972007722006,21.6704897959184,"PV7_D","P. verrucosa","7",5,"D2",22,2021-03-24 04:33:00,2021-03-24 04:53:00,"dark","enriched",40.74,0.625,2,0.777062914,0.782243333,-0.00518575048262537,"0",-0.000461533000320333,-0.00472421748230504,21.7415505109817,NA
"133",133,"PV1_D_24_O2",217.313763055042,-0.014462176225717,23.9300204081633,"PV1_D","P. verrucosa","1",8,"D2",24,2021-03-24 05:09:00,2021-03-24 05:29:00,"dark","enriched",72.49,0.59,1,1.289085072,1.522943333,-0.00853268397317303,"0",-0.000733497629877419,-0.00779918634329561,18.4360574864962,NA
"134",134,"PV13_D_24_O2",209.11632410148,-0.0129562367864694,23.9142857142857,"PV13_D","P. verrucosa","13",2,"D2",24,2021-03-24 05:09:00,2021-03-24 05:29:00,"dark","enriched",53.73,0.6,4,2.121497161,1.888733333,-0.00777374207188164,"0",-0.000733497629877419,-0.00704024444200422,13.4189827374721,NA
"135",135,"PV17_D_24_O2",171.821916163227,-0.0163249812382739,23.8946326530612,"PV17_D","P. verrucosa","17",6,"D2",24,2021-03-24 05:09:00,2021-03-24 05:29:00,"dark","control",93.9,0.61,5,0.558705643,0.762736667,-0.00995823855534708,"0",-0.000733497629877419,-0.00922474092546966,43.5393613136613,NA
"136",136,"PV19_D_24_O2",181.274861367521,-0.0118305982905984,24.0180816326531,"PV19_D","P. verrucosa","19",3,"D2",24,2021-03-24 05:09:00,2021-03-24 05:29:00,"dark","control",93.04,0.61,5,1.828595376,1.757483333,-0.00721666495726502,"0",-0.000733497629877419,-0.00648316732738761,13.280013494498,NA
"137",137,"PV2_D_24_O2",193.961646722689,-0.024299943977591,23.8748163265306,"PV2_D","P. verrucosa","2",4,"D2",24,2021-03-24 05:09:00,2021-03-24 05:29:00,"dark","enriched",89.68,0.56,1,1.973041625,1.748553333,-0.013607968627451,"0",-0.000733497629877419,-0.0128744709975735,26.5065381287199,NA
"138",138,"PV23_D_24_O2",202.280912458472,-0.0163794384571753,23.7541836734694,"PV23_D","P. verrucosa","23",9,"D2",24,2021-03-24 05:09:00,2021-03-24 05:29:00,"dark","control",116.12,0.61,6,1.131603404,1.526686667,-0.00999145745887693,"0",-0.000733497629877419,-0.00925795982899951,21.8307109800666,NA
"139",139,"PV25_D_24_O2",206.161791616162,-0.0198057575757576,23.9768367346939,"PV25_D","P. verrucosa","25",1,"D2",24,2021-03-24 05:09:00,2021-03-24 05:29:00,"dark","control",64.52,0.61,7,1.462466532,2.2658,-0.0120815121212121,"0",-0.000733497629877419,-0.0113480144913347,18.0302110375165,NA
"140",140,"PV7_D_24_O2",209.017722769905,-0.00984436234817803,23.7412857142857,"PV7_D","P. verrucosa","7",5,"D2",24,2021-03-24 05:09:00,2021-03-24 05:29:00,"dark","enriched",40.74,0.625,2,0.777062914,0.782243333,-0.00615272646761127,"0",-0.000733497629877419,-0.00541922883773385,24.9400959941986,NA
"143",143,"PV1_D_28_O2",196.083299261134,-0.0174352935222672,28.1642448979592,"PV1_D","P. verrucosa","1",8,"D2",28,2021-03-24 05:56:00,2021-03-24 06:16:00,"dark","enriched",72.49,0.59,1,1.289085072,1.522943333,-0.0102868231781376,"0",-0.00110673940652832,-0.00918008377160933,21.7002831698884,NA
"144",144,"PV13_D_28_O2",188.542628717949,-0.0168082051282051,28.1490816326531,"PV13_D","P. verrucosa","13",2,"D2",28,2021-03-24 05:56:00,2021-03-24 06:16:00,"dark","enriched",53.73,0.6,4,2.121497161,1.888733333,-0.0100849230769231,"0",-0.00110673940652832,-0.00897818367039474,17.1127711089224,NA
"145",145,"PV17_D_28_O2",151.162136034483,-0.0221626354679802,28.0672857142857,"PV17_D","P. verrucosa","17",6,"D2",28,2021-03-24 05:56:00,2021-03-24 06:16:00,"dark","control",93.9,0.61,5,0.558705643,0.762736667,-0.0135192076354679,"0",-0.00110673940652832,-0.0124124682289396,58.5849449193749,NA
"146",146,"PV19_D_28_O2",161.437155680113,-0.0152288508442776,28.1618571428571,"PV19_D","P. verrucosa","19",3,"D2",28,2021-03-24 05:56:00,2021-03-24 06:16:00,"dark","control",93.04,0.61,5,1.828595376,1.757483333,-0.00928959901500933,"0",-0.00110673940652832,-0.00818285960848101,16.761635252749,NA
"147",147,"PV2_D_28_O2",174.604776315789,-0.0318521811284969,28.137387755102,"PV2_D","P. verrucosa","2",4,"D2",28,2021-03-24 05:56:00,2021-03-24 06:16:00,"dark","enriched",89.68,0.56,1,1.973041625,1.748553333,-0.0178372214319583,"0",-0.00110673940652832,-0.0167304820254299,34.4454665207217,NA
"148",148,"PV23_D_28_O2",181.45993482906,-0.0212938034188035,28.0591428571429,"PV23_D","P. verrucosa","23",9,"D2",28,2021-03-24 05:56:00,2021-03-24 06:16:00,"dark","control",116.12,0.61,6,1.131603404,1.526686667,-0.0129892200854701,"0",-0.00110673940652832,-0.0118824806789418,28.0194563618276,NA
"149",149,"PV25_D_28_O2",186.886652245989,-0.0238308556149732,28.2702040816327,"PV25_D","P. verrucosa","25",1,"D2",28,2021-03-24 05:56:00,2021-03-24 06:16:00,"dark","control",64.52,0.61,7,1.462466532,2.2658,-0.0145368219251337,"0",-0.00110673940652832,-0.0134300825186053,21.3382898168325,NA
"150",150,"PV7_D_28_O2",190.941952189331,-0.0128411810052421,27.9887959183673,"PV7_D","P. verrucosa","7",5,"D2",28,2021-03-24 05:56:00,2021-03-24 06:16:00,"dark","enriched",40.74,0.625,2,0.777062914,0.782243333,-0.00802573812827631,"0",-0.00110673940652832,-0.00691899872174799,31.8422597515354,NA
"153",153,"PV1_D_30_O2",188.758752688868,-0.0176223157570151,30.0987346938775,"PV1_D","P. verrucosa","1",8,"D2",30,2021-03-24 06:31:00,2021-03-24 06:51:00,"dark","enriched",72.49,0.59,1,1.289085072,1.522943333,-0.0103971662966389,"0",-0.00129718027672497,-0.00909998601991394,21.5109446043257,NA
"154",154,"PV13_D_30_O2",176.734835148084,-0.0180302700348433,29.9944693877551,"PV13_D","P. verrucosa","13",2,"D2",30,2021-03-24 06:31:00,2021-03-24 06:51:00,"dark","enriched",53.73,0.6,4,2.121497161,1.888733333,-0.010818162020906,"0",-0.00129718027672497,-0.00952098174418101,18.1473655810424,NA
"155",155,"PV17_D_30_O2",144.116312784575,-0.0229081868743048,30.0380816326531,"PV17_D","P. verrucosa","17",6,"D2",30,2021-03-24 06:31:00,2021-03-24 06:51:00,"dark","control",93.9,0.61,5,0.558705643,0.762736667,-0.0139739939933259,"0",-0.00129718027672497,-0.012676813716601,59.832615048207,NA
"156",156,"PV19_D_30_O2",152.156591890244,-0.0159964198606272,30.1620612244898,"PV19_D","P. verrucosa","19",3,"D2",30,2021-03-24 06:31:00,2021-03-24 06:51:00,"dark","control",93.04,0.61,5,1.828595376,1.757483333,-0.00975781611498259,"0",-0.00129718027672497,-0.00846063583825762,17.33062752051,NA
"157",157,"PV2_D_30_O2",159.307380418719,-0.0344247536945812,29.9840408163265,"PV2_D","P. verrucosa","2",4,"D2",30,2021-03-24 06:31:00,2021-03-24 06:51:00,"dark","enriched",89.68,0.56,1,1.973041625,1.748553333,-0.0192778620689655,"0",-0.00129718027672497,-0.0179806817922405,37.0194338545039,NA
"158",158,"PV23_D_30_O2",173.610583522727,-0.0248562500000001,29.9365918367347,"PV23_D","P. verrucosa","23",9,"D2",30,2021-03-24 06:31:00,2021-03-24 06:51:00,"dark","control",116.12,0.61,6,1.131603404,1.526686667,-0.0151623125000001,"0",-0.00129718027672497,-0.0138651322232751,32.6946432969604,NA
"159",159,"PV25_D_30_O2",174.887961472809,-0.0235717146296094,30.1279795918367,"PV25_D","P. verrucosa","25",1,"D2",30,2021-03-24 06:31:00,2021-03-24 06:51:00,"dark","control",64.52,0.61,7,1.462466532,2.2658,-0.0143787459240617,"0",-0.00129718027672497,-0.0130815656473368,20.7845512977369,NA
"160",160,"PV7_D_30_O2",180.914243598167,-0.0133609396485867,29.8851632653061,"PV7_D","P. verrucosa","7",5,"D2",30,2021-03-24 06:31:00,2021-03-24 06:51:00,"dark","enriched",40.74,0.625,2,0.777062914,0.782243333,-0.00835058728036669,"0",-0.00129718027672497,-0.00705340700364172,32.4608266276015,NA
"163",163,"PV1_D_32_O2",178.222977061311,-0.020551812141347,31.897641509434,"PV1_D","P. verrucosa","1",8,"D2",32,2021-03-24 07:03:00,2021-03-24 07:25:00,"dark","enriched",72.49,0.59,1,1.289085072,1.522943333,-0.0121255691633947,"0",-0.00154701666600156,-0.0105785524973932,25.0060446540695,NA
"164",164,"PV13_D_32_O2",169.249098652868,-0.0187884077243294,31.8545,"PV13_D","P. verrucosa","13",2,"D2",32,2021-03-24 07:03:00,2021-03-24 07:25:00,"dark","enriched",53.73,0.6,4,2.121497161,1.888733333,-0.0112730446345976,"0",-0.00154701666600156,-0.00972602796859608,18.5381917474455,NA
"165",165,"PV17_D_32_O2",141.108849162562,-0.0234728078817735,31.8675740740741,"PV17_D","P. verrucosa","17",6,"D2",32,2021-03-24 07:03:00,2021-03-24 07:25:00,"dark","control",93.9,0.61,5,0.558705643,0.762736667,-0.0143184128078818,"0",-0.00154701666600156,-0.0127713961418803,60.2790295785911,NA
"166",166,"PV19_D_32_O2",145.141998950468,-0.0177244110540622,31.9411481481481,"PV19_D","P. verrucosa","19",3,"D2",32,2021-03-24 07:03:00,2021-03-24 07:25:00,"dark","control",93.04,0.61,5,1.828595376,1.757483333,-0.0108118907429779,"0",-0.00154701666600156,-0.00926487407697638,18.9780159224503,NA
"167",167,"PV2_D_32_O2",156.348325675676,-0.0389729018492176,31.8688333333333,"PV2_D","P. verrucosa","2",4,"D2",32,2021-03-24 07:03:00,2021-03-24 07:25:00,"dark","enriched",89.68,0.56,1,1.973041625,1.748553333,-0.0218248250355619,"0",-0.00154701666600156,-0.0202778083695603,41.7488610457026,NA
"168",168,"PV23_D_32_O2",164.334691557198,-0.0261373700054733,31.7065471698113,"PV23_D","P. verrucosa","23",9,"D2",32,2021-03-24 07:03:00,2021-03-24 07:25:00,"dark","control",116.12,0.61,6,1.131603404,1.526686667,-0.0159437957033387,"0",-0.00154701666600156,-0.0143967790373371,33.948291849734,NA
"169",169,"PV25_D_32_O2",168.830190327243,-0.0272412060592045,31.9034074074074,"PV25_D","P. verrucosa","25",1,"D2",32,2021-03-24 07:03:00,2021-03-24 07:25:00,"dark","control",64.52,0.61,7,1.462466532,2.2658,-0.0166171356961147,"0",-0.00154701666600156,-0.0150701190301132,23.944050008124,NA
"170",170,"PV7_D_32_O2",173.934851126126,-0.0154044689426268,31.7185185185185,"PV7_D","P. verrucosa","7",5,"D2",32,2021-03-24 07:03:00,2021-03-24 07:25:00,"dark","enriched",40.74,0.625,2,0.777062914,0.782243333,-0.00962779308914175,"0",-0.00154701666600156,-0.00808077642314019,37.1889332846569,NA
"173",173,"PV1_D_34_O2",159.899311016043,-0.021624385026738,33.728,"PV1_D","P. verrucosa","1",8,"D2",34,2021-03-24 07:41:00,2021-03-24 08:01:00,"dark","enriched",72.49,0.59,1,1.289085072,1.522943333,-0.0127583871657754,"0",-0.00168057749196142,-0.011077809673814,26.1862105841928,NA
"174",174,"PV13_D_34_O2",157.479545125287,-0.0216318962687384,33.7516530612245,"PV13_D","P. verrucosa","13",2,"D2",34,2021-03-24 07:41:00,2021-03-24 08:01:00,"dark","enriched",53.73,0.6,4,2.121497161,1.888733333,-0.012979137761243,"0",-0.00168057749196142,-0.0112985602692816,21.5355001464433,NA
"175",175,"PV17_D_34_O2",114.530999694727,-0.026247613320999,33.5861224489796,"PV17_D","P. verrucosa","17",6,"D2",34,2021-03-24 07:41:00,2021-03-24 08:01:00,"dark","control",93.9,0.61,5,0.558705643,0.762736667,-0.0160110441258094,"0",-0.00168057749196142,-0.014330466633848,67.6376030075564,NA
"176",176,"PV19_D_34_O2",135.596821757632,-0.0196619056429232,33.9858979591837,"PV19_D","P. verrucosa","19",3,"D2",34,2021-03-24 07:41:00,2021-03-24 08:01:00,"dark","control",93.04,0.61,5,1.828595376,1.757483333,-0.0119937624421832,"0",-0.00168057749196142,-0.0103131849502217,21.1253587010821,NA
"177",177,"PV2_D_34_O2",152.33968548718,-0.0397162564102565,33.9690204081633,"PV2_D","P. verrucosa","2",4,"D2",34,2021-03-24 07:41:00,2021-03-24 08:01:00,"dark","enriched",89.68,0.56,1,1.973041625,1.748553333,-0.0222411035897436,"0",-0.00168057749196142,-0.0205605260977822,42.3309329804789,NA
"178",178,"PV23_D_34_O2",145.786279527591,-0.0253543999675877,33.6115510204082,"PV23_D","P. verrucosa","23",9,"D2",34,2021-03-24 07:41:00,2021-03-24 08:01:00,"dark","control",116.12,0.61,6,1.131603404,1.526686667,-0.0154661839802285,"0",-0.00168057749196142,-0.0137856064882671,32.5071178195869,NA
"179",179,"PV25_D_34_O2",153.995661384778,-0.030925021141649,34.0367959183673,"PV25_D","P. verrucosa","25",1,"D2",34,2021-03-24 07:41:00,2021-03-24 08:01:00,"dark","control",64.52,0.61,7,1.462466532,2.2658,-0.0188642628964059,"0",-0.00168057749196142,-0.0171836854044445,27.3021747091535,NA
"180",180,"PV7_D_34_O2",156.522186947738,-0.0160594993412385,33.6326326530612,"PV7_D","P. verrucosa","7",5,"D2",34,2021-03-24 07:41:00,2021-03-24 08:01:00,"dark","enriched",40.74,0.625,2,0.777062914,0.782243333,-0.0100371870882741,"0",-0.00168057749196142,-0.00835660959631265,38.4583585153106,NA
"183",183,"PV1_D_36_O2",151.98711580504,-0.0214600234989061,35.5679285714286,"PV1_D","P. verrucosa","1",8,"D2",36,2021-03-24 08:28:00,2021-03-24 08:50:00,"dark","enriched",72.49,0.59,1,1.289085072,1.522943333,-0.0126614138643546,"0",-0.00148824148670222,-0.0111731723776524,26.4116331106776,NA
"184",184,"PV13_D_36_O2",154.482307823613,-0.0201409198672356,35.9297678571429,"PV13_D","P. verrucosa","13",2,"D2",36,2021-03-24 08:28:00,2021-03-24 08:50:00,"dark","enriched",53.73,0.6,4,2.121497161,1.888733333,-0.0120845519203414,"0",-0.00148824148670222,-0.0105963104336391,20.1969843463873,NA
"185",185,"PV17_D_36_O2",114.633952684938,-0.0256454211229947,35.6415714285714,"PV17_D","P. verrucosa","17",6,"D2",36,2021-03-24 08:28:00,2021-03-24 08:50:00,"dark","control",93.9,0.61,5,0.558705643,0.762736667,-0.0156437068850268,"0",-0.00148824148670222,-0.0141554653983245,66.8116240358593,NA
"186",186,"PV19_D_36_O2",133.104631159009,-0.0165010777084515,36.1386964285714,"PV19_D","P. verrucosa","19",3,"D2",36,2021-03-24 08:28:00,2021-03-24 08:50:00,"dark","control",93.04,0.61,5,1.828595376,1.757483333,-0.0100656574021554,"0",-0.00148824148670222,-0.0085774159154532,17.5698379130128,NA
"187",187,"PV2_D_36_O2",139.894789177053,-0.0366843383431085,35.8686785714286,"PV2_D","P. verrucosa","2",4,"D2",36,2021-03-24 08:28:00,2021-03-24 08:50:00,"dark","enriched",89.68,0.56,1,1.973041625,1.748553333,-0.0205432294721408,"0",-0.00148824148670222,-0.0190549879854385,39.2312636125802,NA
"188",188,"PV23_D_36_O2",147.777973897582,-0.0226666429587482,35.7790357142857,"PV23_D","P. verrucosa","23",9,"D2",36,2021-03-24 08:28:00,2021-03-24 08:50:00,"dark","control",116.12,0.61,6,1.131603404,1.526686667,-0.0138266522048364,"0",-0.00148824148670222,-0.0123384107181342,29.094561146962,NA
"189",189,"PV25_D_36_O2",150.942018954481,-0.0305794096728307,36.0983392857143,"PV25_D","P. verrucosa","25",1,"D2",36,2021-03-24 08:28:00,2021-03-24 08:50:00,"dark","control",64.52,0.61,7,1.462466532,2.2658,-0.0186534399004267,"0",-0.00148824148670222,-0.0171651984137245,27.272801787187,NA
"190",190,"PV7_D_36_O2",156.887027237903,-0.015816754032258,35.9140892857143,"PV7_D","P. verrucosa","7",5,"D2",36,2021-03-24 08:28:00,2021-03-24 08:50:00,"dark","enriched",40.74,0.625,2,0.777062914,0.782243333,-0.00988547127016125,"0",-0.00148824148670222,-0.00839722978345903,38.6452986496115,NA
